time,cpu@tsung_controller@Martins-MacBook-Air 
0,11.976147949175932 
10,12.28507351108896 
20,25.131020713750935 
30,46.3554667998003 
40,18.53974582606529 
50,34.97008973080758 
60,20.19446522064323 
70,10.48165710007487 
80,9.87284966342558 
90,14.367672736343229 
100,6.508728179551122 
110,6.961077844311377 
120,7.082294264339152 
130,9.501246882793017 
140,3.9181432493137014 
149,7.381546134663342 
