time,connect 
0,2.544346400669643 
10,0.48811109138257575 
20,0.7316154711174242 
30,0.4935167100694444 
40,0.72879638671875 
50,0.560380859375 
60,0.4974312160326087 
70,0.525909423828125 
80,0.6013881138392857 
90,0.536669921875 
100,0.5376953125 
110,0.53798828125 
120,0.5361599392361112 
130,0.576806640625 
140,0.56396484375 
149,0.56817626953125 
