time,cpu@tsung_controller@Martins-MacBook-Air 
0,11.976147949175932 
10,12.28507351108896 
20,25.131020713750935 
30,46.3554667998003 
40,46.3554667998003 
50,46.3554667998003 
60,46.3554667998003 
70,46.3554667998003 
80,46.3554667998003 
90,46.3554667998003 
100,46.3554667998003 
110,46.3554667998003 
120,46.3554667998003 
130,46.3554667998003 
140,46.3554667998003 
149,46.3554667998003 
