time,connect 
0,16.36181640625 
10,16.36181640625 
20,16.36181640625 
30,16.36181640625 
40,16.36181640625 
50,16.36181640625 
60,16.36181640625 
70,16.36181640625 
80,16.36181640625 
90,16.36181640625 
100,16.36181640625 
110,16.36181640625 
120,16.36181640625 
130,16.36181640625 
140,16.36181640625 
149,16.36181640625 
