time,session 
30,8.5054931640625 
40,0.5294180692594997 
50,2.416878722446694 
60,0.7168608176997601 
70,1.0692460717657124 
80,0.242431640625 
90,0.0 
100,0.7348781177128856 
110,7.304972055573968 
120,1.4103389429336222 
130,3.048197886924695 
140,0.0 
149,1.1519634120233262 
