time,connect 
0,0.31396484375 
10,0.2919921875 
20,0.244140625 
30,0.244140625 
40,0.244140625 
50,0.244140625 
60,0.244140625 
70,0.244140625 
80,0.244140625 
90,0.244140625 
100,0.244140625 
110,0.244140625 
120,0.244140625 
130,0.244140625 
140,0.244140625 
149,0.244140625 
