time,connect 
0,4.979292914754607 
10,0.07977851219096023 
20,1.306867600228223 
30,0.1328825852274241 
40,0.7789030022395615 
50,0.3030768029347889 
60,0.07064775784830599 
70,0.044630421669103984 
80,0.2434725343466077 
90,0.041566158506524294 
100,0.061115591530367185 
110,0.04511348824796652 
120,0.057878373616965094 
130,0.033177839636853244 
140,0.0 
149,0.033271438782226576 
